year,month,month_num,epi_week,district,cases,deaths,T2M_mean,RH2M_mean,PRECTOTCORR_sum,WS10M_mean,month_sin,month_cos,week_sin,week_cos,t1_cases,t2_cases,T2M_lag1,PRECTOTCORR_lag1,PRECTOTCORR_lag2,water_proxy,district_encoded
2016,January,1,3,kasur,3,0,12.62142857142857,29.06,0.0,1.6742857142857142,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,3.0,3.0,14.22857142857143,4.93,0.01,0.0,13.0
2016,January,1,3,khanewal,2,0,13.457142857142856,27.28,0.0,1.8085714285714285,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,2.0,2.0,15.018571428571429,2.14,0.0,0.0,14.0
2016,January,1,3,khushab,1,0,11.631428571428572,30.65142857142857,0.0,2.2585714285714285,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,2.0,1.0,12.848571428571429,5.72,0.26,0.0,15.0
2016,January,1,3,lahore,6,0,12.247142857142858,31.33,0.0,1.967142857142857,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,6.0,6.0,14.078571428571427,6.53,0.05,0.0,16.0
2016,January,1,3,layyah,2,0,13.437142857142858,25.91,0.0,1.92,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,2.0,1.0,14.414285714285716,2.04,0.0,0.0,17.0
2016,January,1,3,lodhran,2,0,13.73857142857143,26.06857142857143,0.0,2.0942857142857143,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,2.0,1.0,15.601428571428572,0.59,0.0,0.0,18.0
2016,January,1,3,mandi bahauddin,2,0,12.124285714285715,34.55571428571428,0.0,2.461428571428572,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,2.0,1.0,13.94285714285714,5.239999999999999,0.8400000000000001,0.0,19.0
2016,January,1,3,mianwali,1,0,12.498571428571427,30.49,0.0,1.9542857142857144,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,2.0,1.0,13.565714285714288,5.29,1.8200000000000005,0.0,20.0
2016,January,1,3,multan,3,0,13.90857142857143,24.594285714285714,0.0,1.841428571428572,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,3.0,3.0,15.415714285714284,1.45,0.0,0.0,21.0
2016,January,1,3,muzaffargarh,3,0,13.90857142857143,24.594285714285714,0.0,1.841428571428572,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,3.0,2.0,15.415714285714284,1.45,0.0,0.0,22.0
2016,January,1,3,nankana sahib,2,0,12.541428571428572,29.99285714285714,0.0,1.8728571428571428,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,2.0,2.0,14.20142857142857,6.039999999999999,0.01,0.0,23.0
2016,January,1,3,narowal,2,0,12.124285714285715,33.67285714285715,0.0,1.9942857142857144,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,2.0,2.0,14.14,5.16,0.8700000000000001,0.0,24.0
2016,January,1,3,okara,2,0,12.971428571428572,27.854285714285712,0.0,1.6285714285714286,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,2.0,2.0,14.271428571428572,4.26,0.0,0.0,25.0
2016,January,1,3,pakpattan,2,0,13.322857142857144,26.03,0.0,1.6557142857142857,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,2.0,1.0,14.698571428571428,1.9,0.0,0.0,26.0
2016,January,1,3,rahim yar khan,3,0,15.107142857142858,23.062857142857144,0.0,2.5385714285714287,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,3.0,3.0,17.165714285714284,0.02,0.0,0.0,27.0
2016,January,1,3,rajanpur,2,0,14.447142857142856,23.24857142857143,0.0,2.232857142857143,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,2.0,2.0,16.455714285714286,0.23,0.0,0.0,28.0
2016,January,1,3,rawalpindi,4,0,10.847142857142858,40.64428571428572,0.0,2.4585714285714286,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,4.0,3.0,12.15,3.11,4.26,0.0,29.0
2016,January,1,3,sahiwal,2,0,13.322857142857144,26.03,0.0,1.6557142857142857,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,2.0,2.0,14.698571428571428,1.9,0.0,0.0,30.0
2016,January,1,3,sargodha,3,0,13.072857142857144,28.562857142857144,0.0,1.9028571428571428,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,3.0,2.0,14.491428571428573,5.84,0.02,0.0,31.0
2016,January,1,3,sheikhupura,4,0,12.541428571428572,29.99285714285714,0.0,1.8728571428571428,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,4.0,2.0,14.20142857142857,6.039999999999999,0.01,0.0,32.0
2016,January,1,3,sialkot,3,0,12.597142857142858,32.54142857142857,0.0,1.985714285714285,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,3.0,3.0,14.394285714285711,4.21,2.31,0.0,33.0
2016,January,1,3,toba tek singh,2,0,13.36,26.645714285714284,0.0,1.5942857142857143,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,2.0,2.0,14.7,3.48,0.0,0.0,34.0
2016,January,1,3,vehari,2,0,13.625714285714285,25.574285714285715,0.0,1.8142857142857145,0.4999999999999999,0.8660254037844387,0.3546048870425356,0.9350162426854148,2.0,2.0,15.407142857142857,0.98,0.0,0.0,35.0
2016,January,1,4,attock,1,0,12.045714285714284,61.17428571428572,24.42,2.065714285714286,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,2.0,11.961428571428572,0.0,1.98,24.42,0.0
2016,January,1,4,bahawalnagar,1,0,15.211428571428572,27.06571428571429,0.29,2.07,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,2.0,13.472857142857142,0.0,0.83,0.29,1.0
2016,January,1,4,bahawalpur,2,0,15.455714285714285,25.635714285714283,0.0,2.2457142857142856,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,3.0,13.73857142857143,0.0,0.59,0.0,2.0
2016,January,1,4,bhakkar,1,0,13.912857142857144,37.93571428571429,1.2,2.1314285714285712,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,1.0,2.0,13.172857142857143,0.0,2.14,1.2,3.0
2016,January,1,4,chakwal,1,0,11.85,60.86857142857144,7.98,2.575714285714286,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,1.0,2.0,10.618571428571428,0.0,4.85,7.98,4.0
2016,January,1,4,chiniot,1,0,14.29857142857143,44.41571428571428,4.7,2.151428571428572,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,2.0,12.817142857142857,0.0,5.300000000000001,4.7,5.0
2016,January,1,4,d.g. khan,2,0,15.535714285714286,25.032857142857143,0.25,2.587142857142857,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,2.0,13.985714285714286,0.0,1.04,0.25,6.0
2016,January,1,4,faisalabad,4,0,14.29857142857143,44.41571428571428,4.7,2.151428571428572,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,5.0,5.0,12.817142857142857,0.0,5.300000000000001,4.7,7.0
2016,January,1,4,gujranwala,3,0,14.025714285714288,49.48571428571428,12.14,2.494285714285714,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,4.0,4.0,12.022857142857143,0.0,6.15,12.14,8.0
2016,January,1,4,gujrat,2,0,14.544285714285715,49.54285714285714,10.27,2.3514285714285714,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,3.0,12.597142857142858,0.0,4.21,10.27,9.0
2016,January,1,4,hafizabad,1,0,13.844285714285714,50.38285714285714,9.47,2.494285714285714,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,2.0,12.088571428571427,0.0,6.36,9.47,10.0
2016,January,1,4,jhang,2,0,14.35,42.70428571428572,3.16,1.9885714285714289,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,3.0,3.0,13.025714285714288,0.0,4.94,3.16,11.0
2016,January,1,4,jhelum,1,0,13.62,55.71142857142858,9.61,2.395714285714285,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,2.0,12.478571428571428,0.0,3.6,9.61,12.0
2016,January,1,4,kasur,2,0,14.37,41.6,9.99,2.031428571428571,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,3.0,3.0,12.62142857142857,0.0,4.93,9.99,13.0
2016,January,1,4,khanewal,2,0,14.90857142857143,29.787142857142857,0.42,2.125714285714286,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,2.0,13.457142857142856,0.0,2.14,0.42,14.0
2016,January,1,4,khushab,1,0,12.232857142857142,53.49142857142857,4.12,2.544285714285714,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,1.0,2.0,11.631428571428572,0.0,5.72,4.12,15.0
2016,January,1,4,lahore,6,0,14.12142857142857,46.512857142857136,12.92,2.2842857142857143,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,6.0,6.0,12.247142857142858,0.0,6.53,12.92,16.0
2016,January,1,4,layyah,1,0,14.482857142857142,31.74571428571429,0.77,2.28,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,2.0,13.437142857142858,0.0,2.04,0.77,17.0
2016,January,1,4,lodhran,1,0,15.455714285714285,25.635714285714283,0.0,2.2457142857142856,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,2.0,13.73857142857143,0.0,0.59,0.0,18.0
2016,January,1,4,mandi bahauddin,1,0,13.9,52.86714285714286,7.91,2.588571428571428,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,2.0,12.124285714285715,0.0,5.239999999999999,7.91,19.0
2016,January,1,4,mianwali,1,0,12.975714285714286,52.46,5.679999999999999,2.138571428571429,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,1.0,2.0,12.498571428571427,0.0,5.29,5.679999999999999,20.0
2016,January,1,4,multan,3,0,15.454285714285716,25.648571428571422,0.06,2.2785714285714285,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,3.0,3.0,13.90857142857143,0.0,1.45,0.06,21.0
2016,January,1,4,muzaffargarh,2,0,15.454285714285716,25.648571428571422,0.06,2.2785714285714285,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,3.0,3.0,13.90857142857143,0.0,1.45,0.06,22.0
2016,January,1,4,nankana sahib,1,0,14.13,45.81428571428573,9.66,2.2585714285714285,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,2.0,12.541428571428572,0.0,6.039999999999999,9.66,23.0
2016,January,1,4,narowal,1,0,14.59142857142857,47.69285714285714,11.75,2.468571428571429,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,2.0,12.124285714285715,0.0,5.16,11.75,24.0
2016,January,1,4,okara,2,0,14.551428571428572,39.881428571428565,7.119999999999999,1.9785714285714284,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,2.0,12.971428571428572,0.0,4.26,7.119999999999999,25.0
2016,January,1,4,pakpattan,1,0,14.914285714285716,31.02,1.42,1.99,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,2.0,13.322857142857144,0.0,1.9,1.42,26.0
2016,January,1,4,rahim yar khan,2,0,17.087142857142858,26.17142857142857,0.0,2.7085714285714286,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,3.0,3.0,15.107142857142858,0.0,0.02,0.0,27.0
2016,January,1,4,rajanpur,1,0,16.461428571428574,24.952857142857145,0.0,2.415714285714286,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,2.0,14.447142857142856,0.0,0.23,0.0,28.0
2016,January,1,4,rawalpindi,3,0,11.745714285714286,61.01,14.9,2.5628571428571427,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,4.0,4.0,10.847142857142858,0.0,3.11,14.9,29.0
2016,January,1,4,sahiwal,1,0,14.914285714285716,31.02,1.42,1.99,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,2.0,13.322857142857144,0.0,1.9,1.42,30.0
2016,January,1,4,sargodha,2,0,14.271428571428572,46.611428571428576,3.28,2.3085714285714287,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,3.0,3.0,13.072857142857144,0.0,5.84,3.28,31.0
2016,January,1,4,sheikhupura,2,0,14.13,45.81428571428573,9.66,2.2585714285714285,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,4.0,4.0,12.541428571428572,0.0,6.039999999999999,9.66,32.0
2016,January,1,4,sialkot,2,0,14.544285714285715,49.54285714285714,10.27,2.3514285714285714,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,3.0,3.0,12.597142857142858,0.0,4.21,10.27,33.0
2016,January,1,4,toba tek singh,2,0,14.781428571428572,35.60857142857143,2.49,1.8685714285714283,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,2.0,13.36,0.0,3.48,2.49,34.0
2016,January,1,4,vehari,2,0,15.20857142857143,26.435714285714287,0.46,2.0357142857142856,0.4999999999999999,0.8660254037844387,0.4647231720437685,0.8854560256532099,2.0,2.0,13.625714285714285,0.0,0.98,0.46,35.0
2016,February,2,5,attock,1,0,14.505714285714287,40.451428571428565,0.0,1.5171428571428571,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1.0,2.0,12.045714285714284,24.42,0.0,24.42,0.0
2016,February,2,5,bahawalnagar,2,0,16.995714285714286,17.841428571428573,0.0,1.4942857142857144,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1.0,2.0,15.211428571428572,0.29,0.0,0.29,1.0
2016,February,2,5,bahawalpur,2,0,16.751428571428573,18.52,0.0,1.8742857142857143,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,2.0,2.0,15.455714285714285,0.0,0.0,0.0,2.0
2016,February,2,5,bhakkar,1,0,15.54857142857143,23.072857142857146,0.0,1.9485714285714288,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1.0,1.0,13.912857142857144,1.2,0.0,1.2,3.0
2016,February,2,5,chakwal,1,0,13.735714285714286,40.43857142857143,0.0,2.4442857142857144,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1.0,1.0,11.85,7.98,0.0,7.98,4.0
2016,February,2,5,chiniot,1,0,15.752857142857142,25.237142857142857,0.0,1.841428571428572,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1.0,2.0,14.29857142857143,4.7,0.0,4.7,5.0
2016,February,2,5,d.g. khan,2,0,16.2,16.754285714285714,0.0,2.674285714285714,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,2.0,2.0,15.535714285714286,0.25,0.0,0.25,6.0
2016,February,2,5,faisalabad,4,0,15.752857142857142,25.237142857142857,0.0,1.841428571428572,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,4.0,5.0,14.29857142857143,4.7,0.0,4.7,7.0
2016,February,2,5,gujranwala,2,0,14.40857142857143,41.44714285714286,0.11,2.5785714285714287,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,3.0,4.0,14.025714285714288,12.14,0.0,12.25,8.0
2016,February,2,5,gujrat,2,0,15.54142857142857,38.527142857142856,0.39,2.2471428571428573,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,2.0,2.0,14.544285714285715,10.27,0.0,10.66,9.0
2016,February,2,5,hafizabad,1,0,14.821428571428571,36.79857142857143,0.0,2.467142857142857,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1.0,2.0,13.844285714285714,9.47,0.0,9.47,10.0
2016,February,2,5,jhang,2,0,15.864285714285714,22.97571428571428,0.0,1.6685714285714286,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,2.0,3.0,14.35,3.16,0.0,3.16,11.0
2016,February,2,5,jhelum,1,0,15.455714285714285,37.887142857142855,0.12,2.2014285714285715,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1.0,2.0,13.62,9.61,0.0,9.73,12.0
2016,February,2,5,kasur,2,0,15.007142857142856,30.83714285714285,0.03,2.2871428571428574,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,2.0,3.0,14.37,9.99,0.0,10.02,13.0
2016,February,2,5,khanewal,2,0,16.571428571428573,19.448571428571427,0.0,1.5399999999999998,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,2.0,2.0,14.90857142857143,0.42,0.0,0.42,14.0
2016,February,2,5,khushab,1,0,14.71,28.46,0.0,2.105714285714286,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1.0,1.0,12.232857142857142,4.12,0.0,4.12,15.0
2016,February,2,5,lahore,5,0,14.468571428571428,36.37571428571429,0.05,2.6014285714285714,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,6.0,6.0,14.12142857142857,12.92,0.0,12.97,16.0
2016,February,2,5,layyah,1,0,15.831428571428573,20.604285714285712,0.0,1.9428571428571428,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1.0,2.0,14.482857142857142,0.77,0.0,0.77,17.0
2016,February,2,5,lodhran,1,0,16.751428571428573,18.52,0.0,1.8742857142857143,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1.0,2.0,15.455714285714285,0.0,0.0,0.0,18.0
2016,February,2,5,mandi bahauddin,1,0,15.285714285714286,37.52857142857143,0.04,2.4857142857142853,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1.0,2.0,13.9,7.91,0.0,7.95,19.0
2016,February,2,5,mianwali,1,0,15.159999999999998,30.83714285714285,0.0,1.782857142857143,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1.0,1.0,12.975714285714286,5.679999999999999,0.0,5.679999999999999,20.0
2016,February,2,5,multan,3,0,16.514285714285712,18.554285714285715,0.0,1.7771428571428571,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,3.0,3.0,15.454285714285716,0.06,0.0,0.06,21.0
2016,February,2,5,muzaffargarh,2,0,16.514285714285712,18.554285714285715,0.0,1.7771428571428571,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,2.0,3.0,15.454285714285716,0.06,0.0,0.06,22.0
2016,February,2,5,nankana sahib,1,0,15.041428571428572,31.572857142857146,0.0,2.335714285714286,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1.0,2.0,14.13,9.66,0.0,9.66,23.0
2016,February,2,5,narowal,1,0,14.524285714285714,41.01,0.73,2.662857142857143,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1.0,2.0,14.59142857142857,11.75,0.0,12.48,24.0
2016,February,2,5,okara,2,0,15.705714285714285,26.825714285714287,0.0,2.0042857142857144,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,2.0,2.0,14.551428571428572,7.119999999999999,0.0,7.119999999999999,25.0
2016,February,2,5,pakpattan,1,0,16.815714285714286,19.13714285714286,0.0,1.4585714285714286,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1.0,2.0,14.914285714285716,1.42,0.0,1.42,26.0
2016,February,2,5,rahim yar khan,2,0,17.89142857142857,14.971428571428572,0.0,1.9585714285714289,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,2.0,3.0,17.087142857142858,0.0,0.0,0.0,27.0
2016,February,2,5,rajanpur,1,0,17.234285714285715,16.344285714285714,0.0,1.8671428571428568,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1.0,2.0,16.461428571428574,0.0,0.0,0.0,28.0
2016,February,2,5,rawalpindi,3,0,13.704285714285716,41.87,0.0,2.3085714285714287,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,3.0,4.0,11.745714285714286,14.9,0.0,14.9,29.0
2016,February,2,5,sahiwal,1,0,16.815714285714286,19.13714285714286,0.0,1.4585714285714286,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1.0,2.0,14.914285714285716,1.42,0.0,1.42,30.0
2016,February,2,5,sargodha,2,0,16.112857142857145,24.582857142857144,0.0,1.9442857142857144,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,2.0,3.0,14.271428571428572,3.28,0.0,3.28,31.0
2016,February,2,5,sheikhupura,2,0,15.041428571428572,31.572857142857146,0.0,2.335714285714286,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,2.0,4.0,14.13,9.66,0.0,9.66,32.0
2016,February,2,5,sialkot,2,0,15.54142857142857,38.527142857142856,0.39,2.2471428571428573,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,2.0,3.0,14.544285714285715,10.27,0.0,10.66,33.0
2016,February,2,5,toba tek singh,2,0,16.355714285714285,20.462857142857143,0.0,1.5114285714285711,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,2.0,2.0,14.781428571428572,2.49,0.0,2.49,34.0
2016,February,2,5,vehari,2,0,16.85,17.744285714285716,0.0,1.6042857142857143,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,2.0,2.0,15.20857142857143,0.46,0.0,0.46,35.0
2016,February,2,6,attock,2,0,12.384285714285712,55.62285714285714,38.42,2.0185714285714287,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,1.0,1.0,14.505714285714287,0.0,24.42,38.42,0.0
2016,February,2,6,bahawalnagar,2,0,15.881428571428572,27.59,0.0,2.43,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,2.0,1.0,16.995714285714286,0.0,0.29,0.0,1.0
2016,February,2,6,bahawalpur,2,0,15.812857142857142,25.26142857142857,0.0,2.7,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,2.0,2.0,16.751428571428573,0.0,0.0,0.0,2.0
2016,February,2,6,bhakkar,2,0,14.742857142857144,29.928571428571427,0.21,2.664285714285714,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,1.0,1.0,15.54857142857143,0.0,1.2,0.21,3.0
2016,February,2,6,chakwal,1,0,12.627142857142855,51.62285714285714,22.72,2.487142857142857,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,1.0,1.0,13.735714285714286,0.0,7.98,22.72,4.0
2016,February,2,6,chiniot,2,0,15.13,35.027142857142856,0.79,2.1928571428571426,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,1.0,1.0,15.752857142857142,0.0,4.7,0.79,5.0
2016,February,2,6,d.g. khan,2,0,15.688571428571429,21.358571428571427,0.0,3.268571428571428,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,2.0,2.0,16.2,0.0,0.25,0.0,6.0
2016,February,2,6,faisalabad,4,0,15.13,35.027142857142856,0.79,2.1928571428571426,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,4.0,4.0,15.752857142857142,0.0,4.7,0.79,7.0
2016,February,2,6,gujranwala,4,0,14.39,46.91428571428571,2.83,2.36,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,2.0,3.0,14.40857142857143,0.11,12.14,2.94,8.0
2016,February,2,6,gujrat,2,0,14.95857142857143,45.791428571428575,7.5,2.111428571428572,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,2.0,2.0,15.54142857142857,0.39,10.27,7.89,9.0
2016,February,2,6,hafizabad,2,0,14.278571428571428,45.91,3.6,2.327142857142857,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,1.0,1.0,14.821428571428571,0.0,9.47,3.6,10.0
2016,February,2,6,jhang,3,0,15.088571428571427,33.83142857142857,0.72,2.3528571428571428,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,2.0,2.0,15.864285714285714,0.0,3.16,0.72,11.0
